hyperlinks,vehicle_description,Brand,Model,comment,model_year,classes,low_level,high_level
https://eg.hatla2ee.com/en/new-car/mitsubishi/Xpander,Mitsubishi-Xpander-2024,mitsubishi,xpander,,2024,2 Classes,"1,240,000","1,350,000"
https://eg.hatla2ee.com/en/new-car/changan/CS55-Plus,Changan-CS55-Plus-2024,changan,cs55-plus,,2024,3 Classes,"1,240,000","1,440,000"
https://eg.hatla2ee.com/en/new-car/opel/corsa-shape-facelift,Opel-Corsa--Facelift-2024,opel,corsa,Facelift,2024,1 Classes,"1,249,990", 
https://eg.hatla2ee.com/en/new-car/bestune/T77-Pro,Bestune-T77-Pro-2024,bestune,t77,,2024,2 Classes,"1,255,000","1,345,000"
https://eg.hatla2ee.com/en/new-car/moris-garage/mg-6,MG-6-2025,mg,6,,2025,2 Classes,"1,280,000","1,300,000"
https://eg.hatla2ee.com/en/new-car/opel/corsa,Opel-Corsa-2025,opel,corsa,,2025,1 Classes,"1,280,000", 
https://eg.hatla2ee.com/en/new-car/baic/X55,Baic-X55-2025,baic,x55,,2025,3 Classes,"1,289,900","1,514,900"
https://eg.hatla2ee.com/en/new-car/changan/CS55-Plus,Changan-CS55-Plus-2025,changan,cs55-plus,,2025,3 Classes,"1,290,000","1,475,000"
https://eg.hatla2ee.com/en/new-car/ford/focus,Ford-Focus-2023,ford,focus,,2023,5 Classes,"1,290,000","1,385,000"
https://eg.hatla2ee.com/en/new-car/kia/Grand-Cerato,Kia-Grand-Cerato-2024,kia,grand-cerato,,2024,3 Classes,"1,299,900","1,499,900"
https://eg.hatla2ee.com/en/new-car/mitsubishi/Xpander,Mitsubishi-Xpander-2025,mitsubishi,xpander,,2025,3 Classes,"1,300,000","1,475,000"
https://eg.hatla2ee.com/en/new-car/toyota/corolla,Toyota-Corolla-2025,toyota,corolla,,2025,5 Classes,"1,300,000","1,650,000"
https://eg.hatla2ee.com/en/new-car/gac/Emkoo,GAC-Emkoo-2024,gac,emkoo,,2024,3 Classes,"1,300,000","1,525,000"
https://eg.hatla2ee.com/en/new-car/hyundai/Elantra-CN7,Hyundai-Elantra-CN7-2024,hyundai,elantra-cn7,,2024,4 Classes,"1,300,000","1,830,000"
https://eg.hatla2ee.com/en/new-car/haval/haval-h6,Haval-H6-2024,haval,h6,,2024,4 Classes,"1,310,000","1,580,000"
https://eg.hatla2ee.com/en/new-car/seat/ibiza,Seat-Ibiza-2025,seat,ibiza,,2025,2 Classes,"1,320,000","1,370,000"
https://eg.hatla2ee.com/en/new-car/changan/uni-t,Changan-UNI-T-2024,changan,uni-t,,2024,3 Classes,"1,325,000","1,550,000"
https://eg.hatla2ee.com/en/new-car/chery/Tiggo-7-pro,Chery-Tiggo7-pro-2024,chery,tiggo7-pro,,2024,2 Classes,"1,340,000","1,450,000"
https://eg.hatla2ee.com/en/new-car/nissan/qashqai,Nissan-Qashqai-2024,nissan,qashqai,,2024,6 Classes,"1,341,500","1,482,500"
https://eg.hatla2ee.com/en/new-car/gac/Emkoo,GAC-Emkoo-2025,gac,emkoo,,2025,3 Classes,"1,345,000","1,570,000"
https://eg.hatla2ee.com/en/new-car/opel/Crossland,Opel-Crossland-2024,opel,crossland,,2024,1 Classes,"1,349,990", 
https://eg.hatla2ee.com/en/new-car/suzuki/Fronx,Suzuki-Fronx-2024,suzuki,fronx,,2024,4 Classes,"1,350,000","1,500,000"
https://eg.hatla2ee.com/en/new-car/moris-garage/MG-4,MG-MG-4-2025,mg,4,,2025,2 Classes,"1,350,000","1,650,000"
https://eg.hatla2ee.com/en/new-car/opel/Crossland,Opel-Crossland-2025,opel,crossland,,2025,1 Classes,"1,350,000", 
https://eg.hatla2ee.com/en/new-car/chery/Tiggo-7-pro,Chery-Tiggo7-pro-2025,chery,tiggo7-pro,,2025,2 Classes,"1,350,000","1,460,000"
https://eg.hatla2ee.com/en/new-car/bestune/B70S,Bestune-B70S-2025,bestune,b70s,,2025,2 Classes,"1,355,000","1,375,000"
https://eg.hatla2ee.com/en/new-car/seat/arona,Seat-Arona-2025,seat,arona,,2025,1 Classes,"1,370,000", 
https://eg.hatla2ee.com/en/new-car/hyundai/Elantra-CN7,Hyundai-Elantra-CN7-2025,hyundai,elantra-cn7,,2025,4 Classes,"1,375,000","1,930,000"
https://eg.hatla2ee.com/en/new-car/bestune/B70,Bestune-B70-2024,bestune,b70,,2024,2 Classes,"1,375,000","1,395,000"
https://eg.hatla2ee.com/en/new-car/kgm/KGM-Tivoli,KGM-Tivoli-2024,kgm,tivoli,,2024,1 Classes,"1,375,000", 
https://eg.hatla2ee.com/en/new-car/mitsubishi/Outlander-Sport,Mitsubishi-Outlander-Sport-2025,mitsubishi,outlander,,2025,3 Classes,"1,375,000","1,550,000"
https://eg.hatla2ee.com/en/new-car/moris-garage/MG+One,MG-One-2025,mg,one,,2025,2 Classes,"1,380,000","1,480,000"
https://eg.hatla2ee.com/en/new-car/changan/uni-t,Changan-UNI-T-2025,changan,uni-t,,2025,3 Classes,"1,385,000","1,600,000"
https://eg.hatla2ee.com/en/new-car/bestune/T77-Pro,Bestune-T77-Pro-2025,bestune,t77,,2025,1 Classes,"1,385,000", 
https://eg.hatla2ee.com/en/new-car/toyota/Urban-Cruiser,Toyota-Urban-Cruiser-2025,toyota,urban-cruiser,,2025,2 Classes,"1,390,000","1,490,000"
https://eg.hatla2ee.com/en/new-car/land-rover/discovery-sport,Land-Rover-Discovery-sport-2021,land rover,discovery-sport,,2021,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/jaguar/f-pace,Jaguar-F-Pace-2021,jaguar,f-pace,,2021,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/opel/Mokka,Opel-Mokka-2025,opel,mokka,,2025,1 Classes,"1,390,000", 
https://eg.hatla2ee.com/en/new-car/jetour/Dashing,Jetour-Dashing-2024,jetour,dashing,,2024,3 Classes,"1,394,000","1,659,000"
https://eg.hatla2ee.com/en/new-car/kia/Xceed,Kia-Xceed-2024,kia,xceed,,2024,3 Classes,"1,399,900","1,599,900"
https://eg.hatla2ee.com/en/new-car/toyota/corolla,Toyota-Corolla-2024,toyota,corolla,,2024,5 Classes,"1,400,000","1,750,000"
https://eg.hatla2ee.com/en/new-car/seat/arona,Seat-Arona-2024,seat,arona,,2024,1 Classes,"1,400,000", 
https://eg.hatla2ee.com/en/new-car/jetour/Dashing,Jetour-Dashing-2025,jetour,dashing,,2025,3 Classes,"1,409,000","1,689,000"
https://eg.hatla2ee.com/en/new-car/citroen/c4,Citroën-C4-2025,citroën,c4,,2025,2 Classes,"1,415,000","1,550,000"
https://eg.hatla2ee.com/en/new-car/citroen/c4,Citroën-C4-2024,citroën,c4,,2024,2 Classes,"1,415,000","1,600,000"
https://eg.hatla2ee.com/en/new-car/haval/Jolion-Pro,Haval-Jolion-Pro-2025,haval,jolion-pro,,2025,1 Classes,"1,420,000", 
https://eg.hatla2ee.com/en/new-car/kia/Xceed,Kia-Xceed-2025,kia,xceed,,2025,3 Classes,"1,449,000","1,649,000"
https://eg.hatla2ee.com/en/new-car/jetour/X70-Plus,Jetour-X70-Plus-2024,jetour,x70-plus,,2024,1 Classes,"1,449,000", 
https://eg.hatla2ee.com/en/new-car/land-rover/evoque,Land-Rover-Range-Rover-Evoque-2021,land rover,evoque,,2021,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/citroen/C4X,Citroën-C4X-2025,citroën,c4x,,2025,2 Classes,"1,450,000","1,590,000"
https://eg.hatla2ee.com/en/new-car/citroen/C4X,Citroën-C4X-2024,citroën,c4x,,2024,2 Classes,"1,450,000","1,640,000"
https://eg.hatla2ee.com/en/new-car/moris-garage/RX5-Plus,MG-RX5-Plus-2024,mg,rx5,,2024,2 Classes,"1,450,000","1,500,000"
https://eg.hatla2ee.com/en/new-car/nissan/qashqai,Nissan-Qashqai-2025,nissan,qashqai,,2025,4 Classes,"1,450,000","1,550,000"
https://eg.hatla2ee.com/en/new-car/chevrolet/captiva,Chevrolet-Captiva-2024,chevrolet,captiva,,2024,2 Classes,"1,470,000","1,520,000"
https://eg.hatla2ee.com/en/new-car/jetour/X70-Plus,Jetour-X70-Plus-2025,jetour,x70-plus,,2025,1 Classes,"1,479,000", 
https://eg.hatla2ee.com/en/new-car/jaguar/xf,Jaguar-XF-2021,jaguar,xf,,2021,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/nissan/qashqai-shape-facelift,Nissan-Qashqai--Facelift-2025,nissan,qashqai,Facelift,2025,5 Classes,"1,499,000","1,929,000"
https://eg.hatla2ee.com/en/new-car/chevrolet/captiva,Chevrolet-Captiva-2025,chevrolet,captiva,,2025,2 Classes,"1,500,000","1,550,000"
https://eg.hatla2ee.com/en/new-car/moris-garage/RX5-Plus,MG-RX5-Plus-2025,mg,rx5,,2025,2 Classes,"1,500,000","1,550,000"
https://eg.hatla2ee.com/en/new-car/renault/Austral,Renault-Austral-2024,renault,austral,,2024,5 Classes,"1,535,000","1,975,000"
https://eg.hatla2ee.com/en/new-car/opel/corsa,Opel-Corsa-2024,opel,corsa,,2024,1 Classes,"1,549,990", 
https://eg.hatla2ee.com/en/new-car/opel/Mokka,Opel-Mokka-2024,opel,mokka,,2024,1 Classes,"1,549,990", 
https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro,Chery-Tiggo8-Pro-2024,chery,tiggo8-pro,,2024,3 Classes,"1,570,000","1,775,000"
https://eg.hatla2ee.com/en/new-car/baic/BEIJING-X7,Baic-X7-2025,baic,x7,,2025,3 Classes,"1,574,900","1,724,900"
https://eg.hatla2ee.com/en/new-car/fiat/500X,Fiat-500-X-2024,fiat,500-x,,2024,2 Classes,"1,575,000","1,635,000"
https://eg.hatla2ee.com/en/new-car/chery/Tiggo-8-Pro,Chery-Tiggo8-Pro-2025,chery,tiggo8-pro,,2025,3 Classes,"1,580,000","1,790,000"
https://eg.hatla2ee.com/en/new-car/renault/Austral,Renault-Austral-2025,renault,austral,,2025,5 Classes,"1,590,000","2,020,000"
https://eg.hatla2ee.com/en/new-car/land-rover/defender,Land-Rover-Defender-2021,land rover,defender,,2021,2 Classes, , 
https://eg.hatla2ee.com/en/new-car/moris-garage/MG-HS,MG-HS-2025,mg,hs,,2025,1 Classes,"1,600,000", 
https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,Mitsubishi-Eclipse-Cross-2024,mitsubishi,eclipse,,2024,4 Classes,"1,600,000","1,780,000"
https://eg.hatla2ee.com/en/new-car/seat/leon,Seat-Leon-2024,seat,leon,,2024,1 Classes,"1,610,000", 
https://eg.hatla2ee.com/en/new-car/seat/leon,Seat-Leon-2025,seat,leon,,2025,1 Classes,"1,625,000", 
https://eg.hatla2ee.com/en/new-car/peugeot/2008,Peugeot-2008-2024,peugeot,2008,,2024,2 Classes,"1,629,990","1,749,990"
https://eg.hatla2ee.com/en/new-car/mitsubishi/Eclipse-Cross,Mitsubishi-Eclipse-Cross-2025,mitsubishi,eclipse,,2025,5 Classes,"1,650,000","1,880,000"
https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,KGM-Torres-2024,kgm,torres,,2024,4 Classes,"1,650,000","2,080,000"
https://eg.hatla2ee.com/en/new-car/peugeot/2008,Peugeot-2008-2025,peugeot,2008,,2025,2 Classes,"1,659,990","1,799,990"
https://eg.hatla2ee.com/en/new-car/moris-garage/mg-7,MG-7-2025,mg,7,,2025,1 Classes,"1,664,990", 
https://eg.hatla2ee.com/en/new-car/mercedes/b-200,Mercedes-B-200-2023,mercedes,b-200,,2023,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/baic/BJ30,Baic-BJ30-2025,baic,bj30,,2025,2 Classes,"1,689,900","1,789,900"
https://eg.hatla2ee.com/en/new-car/dfm/Huge,Dongfeng-Huge-2024,dongfeng,huge,,2024,2 Classes,"1,695,000","1,745,000"
https://eg.hatla2ee.com/en/new-car/land-rover/Velar,Land-Rover-Velar-2021,land rover,velar,,2021,3 Classes, , 
https://eg.hatla2ee.com/en/new-car/geely/Geometry-C-shape-facelift,Geely-Geometry-C--Facelift-2024,geely,geometry,Facelift,2024,2 Classes,"1,699,900","1,799,900"
https://eg.hatla2ee.com/en/new-car/opel/Grandland,Opel-Grandland-2024,opel,grandland,,2024,2 Classes,"1,699,990","1,849,990"
https://eg.hatla2ee.com/en/new-car/land-rover/discovery,Land-Rover-Discovery-2021,land rover,discovery,,2021,2 Classes, , 
https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,Citroën-C5-Aircross-2025,citroën,c5,,2025,4 Classes,"1,700,000","2,060,000"
https://eg.hatla2ee.com/en/new-car/kgm/KGM-Torres,KGM-Torres-2025,kgm,torres,,2025,4 Classes,"1,700,000","2,130,000"
https://eg.hatla2ee.com/en/new-car/citroen/C5-Aircross,Citroën-C5-Aircross-2024,citroën,c5,,2024,4 Classes,"1,700,000","2,060,000"
https://eg.hatla2ee.com/en/new-car/jetour/X90-Plus,Jetour-X90-Plus-2024,jetour,x90-plus,,2024,1 Classes,"1,734,000", 
https://eg.hatla2ee.com/en/new-car/geely/Starray,Geely-Starray-2025,geely,starray,,2025,8 Classes,"1,749,000","2,049,000"
https://eg.hatla2ee.com/en/new-car/hyundai/tucson,Hyundai-Tucson-2024,hyundai,tucson,,2024,7 Classes,"1,750,000","2,275,000"
https://eg.hatla2ee.com/en/new-car/suzuki/Grand-vitara,Suzuki-Grand-vitara-2024,suzuki,grand-vitara,,2024,2 Classes,"1,750,000","1,800,000"
https://eg.hatla2ee.com/en/new-car/jetour/X90-Plus,Jetour-X90-Plus-2025,jetour,x90-plus,,2025,1 Classes,"1,764,000", 
https://eg.hatla2ee.com/en/new-car/geely/Okavango,Geely-Okavango-2024,geely,okavango,,2024,2 Classes,"1,769,000","1,769,900"
https://eg.hatla2ee.com/en/new-car/geely/Okavango,Geely-Okavango-2025,geely,okavango,,2025,1 Classes,"1,769,900", 
https://eg.hatla2ee.com/en/new-car/kia/sportage,Kia-Sportage-2024,kia,sportage,,2024,7 Classes,"1,789,900","2,289,900"
https://eg.hatla2ee.com/en/new-car/chery/EQ7,Chery-EQ7-2025,chery,eq7,,2025,1 Classes,"1,790,000", 
https://eg.hatla2ee.com/en/new-car/volks-wagen/T-Roc,Volkswagen-T-Roc-2024,volkswagen,t-roc,,2024,1 Classes,"1,790,000", 
https://eg.hatla2ee.com/en/new-car/volks-wagen/golf,Volkswagen-Golf-2024,volkswagen,golf,,2024,1 Classes,"1,790,000", 
https://eg.hatla2ee.com/en/new-car/haval/H6-HEV,Haval-H6-HEV-2025,haval,h6-hev,,2025,1 Classes,"1,795,000", 
https://eg.hatla2ee.com/en/new-car/mini/country-man,Mini-Country-man-2024,mini,country-man,,2024,3 Classes,"1,795,000","2,410,000"
https://eg.hatla2ee.com/en/new-car/mini/cooper,Mini-Cooper-2024,mini,cooper,,2024,3 Classes,"1,800,000","2,050,000"
https://eg.hatla2ee.com/en/new-car/seat/Ateca,Seat-Ateca-2025,seat,ateca,,2025,2 Classes,"1,825,000","2,025,000"
https://eg.hatla2ee.com/en/new-car/volks-wagen/T-Roc,Volkswagen-T-Roc-2025,volkswagen,t-roc,,2025,1 Classes,"1,850,000", 
https://eg.hatla2ee.com/en/new-car/volks-wagen/golf,Volkswagen-Golf-2025,volkswagen,golf,,2025,1 Classes,"1,850,000", 
https://eg.hatla2ee.com/en/new-car/jaguar/f-type,Jaguar-F-Type-2021,jaguar,f-type,,2021,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/hyundai/tucson,Hyundai-Tucson-2025,hyundai,tucson,,2025,5 Classes,"1,890,000","2,575,000"
https://eg.hatla2ee.com/en/new-car/volvo/EX30,Volvo-EX30-2025,volvo,ex30,,2025,5 Classes,"1,890,000","2,299,000"
https://eg.hatla2ee.com/en/new-car/smart/smart-1,Smart-1-2025,smart,1,,2025,4 Classes,"1,890,000","2,440,000"
https://eg.hatla2ee.com/en/new-car/seat/Ateca,Seat-Ateca-2024,seat,ateca,,2024,3 Classes,"1,890,000","2,030,000"
https://eg.hatla2ee.com/en/new-car/cupra/leon-cupra,Cupra-Leon-2025,cupra,leon,,2025,1 Classes,"1,899,000", 
https://eg.hatla2ee.com/en/new-car/skoda/Octavia-A8,Skoda-Octavia-A8-2024,skoda,octavia,,2024,4 Classes,"1,900,000","3,000,000"
https://eg.hatla2ee.com/en/new-car/opel/Grandland,Opel-Grandland-2025,opel,grandland,,2025,1 Classes,"1,920,000", 
https://eg.hatla2ee.com/en/new-car/cupra/leon-cupra,Cupra-Leon-2024,cupra,leon,,2024,1 Classes,"1,920,000", 
https://eg.hatla2ee.com/en/new-car/skoda/kodiaq,Skoda-Kodiaq-2023,skoda,kodiaq,,2023,4 Classes, , 
https://eg.hatla2ee.com/en/new-car/mercedes/cla-200,Mercedes-CLA-200-2023,mercedes,cla,,2023,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/kia/sportage,Kia-Sportage-2025,kia,sportage,,2025,5 Classes,"1,949,900","2,449,900"
https://eg.hatla2ee.com/en/new-car/maserati/ghibli,Maserati-Ghibli-2021,maserati,ghibli,,2021,1 Classes,"1,990,000", 
https://eg.hatla2ee.com/en/new-car/land-rover/sport,Land-Rover-Range-Rover-Sport-2020,land rover,sport,,2020,5 Classes, , 
https://eg.hatla2ee.com/en/new-car/land-rover/range-rover,Land-Rover-Range-Rover-2021,land rover,rover,,2021,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/skoda/Octavia-A8,Skoda-Octavia-A8-2025,skoda,octavia,,2025,4 Classes,"2,000,000","2,500,000"
https://eg.hatla2ee.com/en/new-car/mercedes/gla,Mercedes-GLA-2023,mercedes,gla,,2023,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/peugeot/408,Peugeot-408-2024,peugeot,408,,2024,3 Classes,"2,049,990","2,349,990"
https://eg.hatla2ee.com/en/new-car/ds/ds4,Ds-Ds4-2024,ds,ds4,,2024,2 Classes,"2,060,000","2,150,000"
https://eg.hatla2ee.com/en/new-car/audi/Q2,Audi-Q2-2024,audi,q2,,2024,1 Classes,"2,075,000", 
https://eg.hatla2ee.com/en/new-car/peugeot/408,Peugeot-408-2025,peugeot,408,,2025,3 Classes,"2,099,990","2,449,990"
https://eg.hatla2ee.com/en/new-car/audi/Q2,Audi-Q2-2025,audi,q2,,2025,1 Classes,"2,100,000", 
https://eg.hatla2ee.com/en/new-car/zeekr/X,Zeekr-X-2025,zeekr,x,,2025,2 Classes,"2,100,000","2,250,000"
https://eg.hatla2ee.com/en/new-car/peugeot/3008,Peugeot-3008-2024,peugeot,3008,,2024,3 Classes,"2,149,990","2,329,990"
https://eg.hatla2ee.com/en/new-car/nissan/x-Trail,Nissan-X-Trail-2024,nissan,x-trail,,2024,2 Classes,"2,199,900","2,499,900"
https://eg.hatla2ee.com/en/new-car/peugeot/3008,Peugeot-3008-2025,peugeot,3008,,2025,2 Classes,"2,199,990","2,459,990"
https://eg.hatla2ee.com/en/new-car/bmw/118,BMW-118-2024,bmw,118,,2024,1 Classes,"2,200,000", 
https://eg.hatla2ee.com/en/new-car/peugeot/5008,Peugeot-5008-2024,peugeot,5008,,2024,4 Classes,"2,209,990","2,529,990"
https://eg.hatla2ee.com/en/new-car/audi/a3,Audi-A3-2025,audi,a3,,2025,2 Classes,"2,250,000","2,350,000"
https://eg.hatla2ee.com/en/new-car/audi/a3,Audi-A3-2024,audi,a3,,2024,2 Classes,"2,250,000", 
https://eg.hatla2ee.com/en/new-car/mini/cooper,Mini-Cooper-2025,mini,cooper,,2025,5 Classes,"2,250,000","2,980,000"
https://eg.hatla2ee.com/en/new-car/mercedes/c-180,Mercedes-C-180-2023,mercedes,c-180,,2023,2 Classes, , 
https://eg.hatla2ee.com/en/new-car/smart/smart-3,Smart-3-2025,smart,3,,2025,3 Classes,"2,290,000","2,690,000"
https://eg.hatla2ee.com/en/new-car/xpeng/P7,Xpeng-P7-2025,xpeng,p7,,2025,4 Classes,"2,300,000","2,800,000"
https://eg.hatla2ee.com/en/new-car/mini/country-man-shape-new-generation,Mini-Country-man--New-Generation-2024,mini,country-man-,New Generation,2024,4 Classes, , 
https://eg.hatla2ee.com/en/new-car/seat/Tarraco,Seat-Tarraco-2024,seat,tarraco,,2024,2 Classes,"2,350,000","2,500,000"
https://eg.hatla2ee.com/en/new-car/peugeot/508,Peugeot-508-2024,peugeot,508,,2024,2 Classes,"2,374,990","2,574,990"
https://eg.hatla2ee.com/en/new-car/exeed/Exeed-RX,Exeed-RX-2025,exeed,rx,,2025,2 Classes,"2,380,000","2,780,000"
https://eg.hatla2ee.com/en/new-car/audi/q3,Audi-Q3-2024,audi,q3,,2024,5 Classes,"2,390,000","3,550,000"
https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan,Volkswagen-Tiguan-2024,volkswagen,tiguan,,2024,1 Classes,"2,390,000", 
https://eg.hatla2ee.com/en/new-car/xpeng/Xpeng-G6,Xpeng-G6-2025,xpeng,g6,,2025,2 Classes,"2,390,000","2,590,000"
https://eg.hatla2ee.com/en/new-car/bmw/218-i,BMW-218-i-2024,bmw,218-i,,2024,3 Classes,"2,400,000","3,350,000"
https://eg.hatla2ee.com/en/new-car/mini/mini-cooper-s,Mini-Mini-Cooper-S-2024,mini,mini-cooper-s,,2024,1 Classes,"2,420,000", 
https://eg.hatla2ee.com/en/new-car/peugeot/508,Peugeot-508-2025,peugeot,508,,2025,2 Classes,"2,424,990","2,624,990"
https://eg.hatla2ee.com/en/new-car/audi/q3,Audi-Q3-2025,audi,q3,,2025,5 Classes,"2,450,000","3,800,000"
https://eg.hatla2ee.com/en/new-car/subaru/XV-Crosstrek,Subaru-XV-Crosstrek-2024,subaru,crosstrek,,2024,1 Classes,"2,450,000", 
https://eg.hatla2ee.com/en/new-car/peugeot/5008,Peugeot-5008-2025,peugeot,5008,,2025,3 Classes,"2,469,990","2,649,990"
https://eg.hatla2ee.com/en/new-car/mini/country-man-shape-new-generation,Mini-Country-man--New-Generation-2025,mini,country-man-,New Generation,2025,6 Classes,"2,480,000","3,750,000"
https://eg.hatla2ee.com/en/new-car/lexus/ES-350,Lexus-ES-350-2020,lexus,es-350,,2020,2 Classes, , 
https://eg.hatla2ee.com/en/new-car/mercedes/EQA,Mercedes-EQA-2024,mercedes,eqa,,2024,1 Classes,"2,500,000", 
https://eg.hatla2ee.com/en/new-car/honda/ZRV,Honda-ZR-V-2024,honda,zr-v,,2024,1 Classes,"2,543,440", 
https://eg.hatla2ee.com/en/new-car/lexus/rx,Lexus-Rx-2020,lexus,rx-350,,2020,3 Classes, , 
https://eg.hatla2ee.com/en/new-car/cupra/Formentor,Cupra-Formentor-2024,cupra,formentor,,2024,1 Classes,"2,550,000", 
https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan-shape-new-generation,Volkswagen-Tiguan--New-Generation-2024,volkswagen,tiguan,New Generation,2024,1 Classes,"2,575,000", 
https://eg.hatla2ee.com/en/new-car/volvo/C40,Volvo-C40-2024,volvo,c40,,2024,2 Classes,"2,650,000","2,950,000"
https://eg.hatla2ee.com/en/new-car/volks-wagen/tiguan,Volkswagen-Tiguan-2025,volkswagen,tiguan,,2025,1 Classes,"2,650,000", 
https://eg.hatla2ee.com/en/new-car/alpha-romeo/Tonale,Alfa Romeo-Tonale-2024,alfa romeo,tonale,,2024,2 Classes,"2,690,000","2,950,000"
https://eg.hatla2ee.com/en/new-car/zeekr/001,Zeekr-001-2025,zeekr,1,,2025,3 Classes,"2,700,000","3,300,000"
https://eg.hatla2ee.com/en/new-car/skoda/kodiaq,Skoda-Kodiaq-2025,skoda,kodiaq,,2025,4 Classes,"2,700,000","3,500,000"
https://eg.hatla2ee.com/en/new-car/mercedes/c-200,Mercedes-C-200-2023,mercedes,c-200,,2023,1 Classes, , 
https://eg.hatla2ee.com/en/new-car/bmw/x1,BMW-X1-2024,bmw,x1,,2024,2 Classes,"2,750,000","3,100,000"
https://eg.hatla2ee.com/en/new-car/mercedes/EQB,Mercedes-EQB-2024,mercedes,eqb,,2024,1 Classes,"2,750,000", 
https://eg.hatla2ee.com/en/new-car/audi/a4,Audi-A4-2024,audi,a4,,2024,1 Classes,"2,750,000", 
https://eg.hatla2ee.com/en/new-car/subaru/foreste,Subaru-Forester-2024,subaru,forester,,2024,1 Classes,"2,775,000", 
https://eg.hatla2ee.com/en/new-car/ds/DS7,Ds-DS7-2024,ds,ds7,,2024,2 Classes,"2,800,000","2,900,000"
